east north cat Gh_id Elevation
-886777.23158796 -1023369.14953561 427 L3CHEB01 483.00000000
-886777.23158796 -1023369.14953561 428 L3CHEB02 483.00000000
-873672.46407908 -1012918.56644022 429 L3HABA01 484.00000000
-893656.14563782 -1011977.29243532 430 L3HAZL01 551.00000000
-887696.12361048 -1028057.67701231 431 L3HROZ01 452.00000000
-840380.44058301 -994078.81350393 432 L3KLIN01 1236.00000000
-847515.09990153 -1014699.76977451 433 L3KVAL01 603.00000000
-847515.09990153 -1014699.76977451 434 L3KVAL02 603.00000000
-849608.91500537 -1011489.40260719 435 L3KVAZ01 377.00000000
-870725.34490168 -1028065.05422632 436 L3LAZY01 845.00000000
-882731.87431536 -1002782.07870322 437 L3LUBY01 524.00000000
-869230.90044508 -1031390.38605631 438 L3LYSITT 980.00000000
-859152.83307276 -997747.94867696 439 L3NEJD01 609.00000000
-871756.41306278 -1005823.29288306 440 L3OLOV01 537.00000000
-865526.37108427 -992574.10602993 441 L3PREB01 904.00000000
-840568.3171236 -1007305.83584608 442 L3SEMN01 351.00000000
-867772.23081815 -998408.11011964 443 L3SIND01 589.00000000
-867332.35200494 -1014307.00811203 444 L3SOKO01 407.00000000
-835461.4713649 -1001152.86008355 445 L3STRA01 330.00000000
-548198.68499934 -1061991.02647477 446 O1BECS01 1010.00000000
-543332.57899637 -1062170.44316798 447 O1BELA01 676.00000000
-507422.71040186 -1126051.44219332 448 O1BELO01 306.00000000
-464636.00391623 -1149200.42066217 449 O1BILA01 725.00000000
-467512.50229832 -1148065.06258431 450 O1BILH01 770.00000000
-463961.37983587 -1096941.7144486 451 O1BOHU01 237.00000000
-518609.59880934 -1101516.49666896 452 O1BUDI01 530.00000000
-546192.38932696 -1041599.8964457 453 O1CERN01 320.00000000
-524287.60818182 -1103208.07454392 454 O1CERV01 748.13000000
-524290.9957548 -1103210.20875904 455 O1CERV02 750.00000000
-480754.46336936 -1083248.0358549 456 O1CHLN01 258.00000000
-478584.34013875 -1097091.70318655 457 O1DEHY01 292.00000000
-525497.12137111 -1082938.43002853 458 O1DLOU01 520.00000000
-469819.28154804 -1120481.16538371 459 O1FMOL01 312.00000000
-469152.07932655 -1116680.95238473 460 O1FMSV01 270.00000000
-476434.25087159 -1133935.23422601 461 O1FREN01 436.00000000
-496815.65743606 -1111763.78484935 462 O1FULN01 340.00000000
-463162.7043909 -1143113.64782726 463 O1HAMR01 527.00000000
-520724.06757434 -1091102.46303692 464 O1HART01 516.00000000
-471588.09895116 -1089168.21244759 465 O1HAT001 220.00000000
-459926.91133137 -1110274.01372503 466 O1HAVI01 259.00000000
-531225.72761356 -1055459.76692308 467 O1HERM01 665.00000000
-447849.33538229 -1137105.25063428 468 O1HOLO01 582.00000000
-486617.94296553 -1095390.68372592 469 O1HRAB01 395.00000000
-499690.42891816 -1094377.56100413 470 O1HRAD01 275.00000000
-434086.8088009 -1139835.49081518 471 O1HRCA01 590.00000000
-476883.45067846 -1122538.28091024 472 O1HUKV01 292.00000000
-495928.66963244 -1115522.8673926 473 O1HZIV01 256.00000000
-439259.43308236 -1131835.63753406 474 O1JABL01 380.00000000
-555565.68760838 -1030985.3919745 475 O1JAVO01 284.00000000
-447744.24199109 -1126681.8044707 476 O1JAVR01 950.00000000
-544951.96316322 -1050455.27787509 477 O1JESE01 502.00000000
-520595.84618255 -1050452.94216454 478 O1JISL01 358.20000000
-527416.72376501 -1067549.58905881 479 O1KARL01 467.00000000
-452462.3743204 -1100926.90226984 480 O1KARV01 224.00000000
-537898.6766121 -1068714.32893702 481 O1KAST01 795.00000000
-481702.2268414 -1106309.42170157 482 O1KLIM01 240.00000000
-545234.70182541 -1062848.74331863 483 O1KLINTT 1099.00000000
-510396.23910421 -1070917.16034468 484 O1KRNO01 360.00000000
-515270.79887631 -1077932.36645091 485 O1LICH01 389.00000000
-532448.41548626 -1092154.56895198 486 O1LORY01 594.00000000
-460113.10804968 -1114142.63268972 487 O1LUCI01 300.00000000
-461464.74723513 -1134642.65437631 488 O1LYSA01 1322.03000000
-461443.21460569 -1134645.68180746 489 O1LYSA02 1321.80000000
-541810.88583447 -1073778.8739869 490 O1MAMO01 775.00000000
-508128.62155602 -1096661.23054722 491 O1MELC01 478.00000000
-534270.0246805 -1043748.67764699 492 O1MIKU01 321.00000000
-454195.77800304 -1136754.45636781 493 O1MOLU01 600.00000000
-489609.53946259 -1132743.3484742 494 O1MORK01 345.00000000
-484176.46720896 -1116414.97253944 495 O1MOSN01 252.80000000
-483655.34102893 -1115751.15870716 496 O1MOSN02 250.40000000
-460392.60846118 -1093525.32690788 497 O1NERA01 208.00000000
-520355.97020834 -1074508.74914058 498 O1NHER01 395.00000000
-490953.47260545 -1126080.82223463 499 O1NOJI01 291.00000000
-437534.0816692 -1123643.92522443 500 O1NYDE01 425.00000000
-436243.04094133 -1128819.7161705 501 O1NYFI01 745.00000000
-505430.76727664 -1116860.44141665 502 O1ODRY01 305.00000000
-498618.71664699 -1088666.18528191 503 O1OPAV01 268.00000000
-465039.26736478 -1136605.94091249 504 O1OSCE01 435.00000000
-468010.10643687 -1100730.76093352 505 O1OSLZ01 269.00000000
-506885.23944265 -1049692.91494647 506 O1OSOB01 238.00000000
-473870.35412493 -1106612.71207082 507 O1OZBH01 238.00000000
-470188.1899703 -1114005.03839503 508 O1PASK01 254.00000000
-479532.43136632 -1101929.32915246 509 O1PORU01 240.00000000
-483138.74730728 -1122272.18461594 510 O1PRIB01 307.00000000
-468452.86060976 -1132596.79038877 511 O1PSTR01 400.00000000
-553720.86198941 -1053357.47148279 512 O1RAMZ01 740.00000000
-459255.58889113 -1126327.67624341 513 O1RASK01 397.00000000
-448198.64714432 -1118842.13110145 514 O1ROPI01 327.00000000
-540223.50156325 -1084430.59580438 515 O1RYMA01 578.00000000
-540630.45171334 -1081658.20418691 516 O1RYMH01 643.00000000
-464211.16131563 -1109360.69221367 517 O1SENO01 258.00000000
-550816.02394652 -1054650.39445767 518 O1SERATT 1320.00000000
-550765.80722675 -1054744.93051703 519 O1SERA01 1328.00000000
-550746.83513796 -1054746.85310238 520 O1SERA02 1328.00000000
-497205.19246001 -1101197.17622359 521 O1SKRI01 485.00000000
-549798.63982145 -1075899.58426817 522 O1SKRTTT 876.00000000
-483658.1372411 -1078500.49067921 523 O1SUDI01 217.00000000
-531624.21642184 -1073906.91947003 524 O1SVET01 593.00000000
-453665.60360804 -1114178.30141115 525 O1TEHR01 356.00000000
-557901.9320566 -1037850.08985524 526 O1UHNV01 615.00000000
-540055.19210979 -1064974.70404776 527 O1VIDL01 774.00000000
-542729.19613427 -1034262.14920966 528 O1VIDN01 228.00000000
-508835.86613733 -1104571.99038523 529 O1VITK01 490.00000000
-518974.1536463 -1061596.61424151 530 O1ZARY01 498.00000000
-529857.80503718 -1049526.54135763 531 O1ZLHO01 444.00000000
-529747.41537882 -1048394.76599755 532 O1ZLHR01 407.00000000
-581464.27092205 -1106074.78957631 533 O2BEZD01 315.00000000
-558172.15501935 -1060150.577063 534 O2BRAN01 548.00000000
-578457.53006657 -1068327.85808946 535 O2CERO01 535.00000000
-546847.27106424 -1066553.79421358 536 O2DSDN01 765.00000000
-564983.90428955 -1093609.12256422 537 O2DUBI01 282.00000000
-563896.33455696 -1065207.46020787 538 O2HANU01 432.00000000
-578539.68853121 -1086798.40029406 539 O2HOSJ01 305.00000000
-585952.76990166 -1113325.45406399 540 O2JEVI01 362.00000000
-588492.42990039 -1082639.1470568 541 O2LANS01 362.00000000
-556502.1969797 -1070870.55020461 542 O2LOSI01 411.00000000
-567903.85893805 -1112838.21372141 543 O2LUKA01 510.00000000
-567906.48090108 -1112840.40226302 544 O2LUKA02 510.00000000
-560351.00706355 -1099059.42486869 545 O2MEHL01 268.00000000
-574411.61261318 -1096064.47037958 546 O2MIRO01 370.00000000
-546029.66754909 -1119910.25127597 547 O2OLKL01 215.00000000
-544957.61969524 -1123704.08638153 548 O2OLOM01 210.00000000
-552046.17334508 -1086218.98526698 549 O2OSKA01 360.00000000
-559002.41643303 -1051449.95261234 550 O2PAPR01 1001.00000000
-546322.13246587 -1101014.31279635 551 O2PASE01 271.00000000
-570454.23621146 -1060078.32802967 552 O2SKLE01 701.00000000
-570786.93036082 -1056801.34668342 553 O2SLAM01 1105.00000000
-544005.34907468 -1107933.52494945 554 O2STEK01 247.00000000
-542303.42374112 -1107292.1698622 555 O2STER01 278.00000000
-577908.92405143 -1077756.33375309 556 O2STIT01 432.00000000
-562444.60257373 -1052987.95636534 557 O2STKU01 649.00000000
-563208.24473864 -1077321.98084854 558 O2SUMP01 328.00000000
-584385.08184177 -1092811.93986201 559 O2TREB01 375.00000000
-530721.5118033 -1125122.51364386 560 O2UJEZ01 358.00000000
-473313.87255074 -1146477.07397555 561 O3BECV01 565.00000000
-473919.48252625 -1150227.40409145 562 O3BENE01 855.00000000
-505187.89437519 -1152556.71296487 563 O3HOST01 385.00000000
-515180.75152909 -1129173.7201666 564 O3HRAN01 247.00000000
-487033.54641672 -1159921.70197162 565 O3HUSL01 450.00000000
-504326.7206799 -1147122.98124768 566 O3KATE01 585.00000000
-507005.02685146 -1138870.59275306 567 O3KELC01 300.00000000
-493254.40407588 -1169477.67825815 568 O3LIDE01 450.00000000
-523485.97759977 -1131804.45713156 569 O3LIPN01 227.00000000
-507918.78293409 -1150754.46296913 570 O3MARU01 664.10000000
-507918.78293409 -1150754.46296913 571 O3MARU02 664.10000000
-520714.42469049 -1120688.51165047 572 O3POTB01 545.00000000
-516054.31340758 -1119128.02163521 573 O3POTS01 565.00000000
-533590.74005741 -1137259.99051996 574 O3PRER01 210.00000000
-474080.27198301 -1139647.17036031 575 O3PUSTTT 1014.00000000
-508749.42849747 -1145258.91629629 576 O3RAJN01 405.00000000
-484588.62319365 -1142134.62524708 577 O3ROZN01 375.00000000
-486410.50966652 -1141804.08082052 578 O3ROZV01 362.00000000
-487331.54966377 -1146897.14465361 579 O3VABY01 458.00000000
-496408.71696416 -1140822.99484428 580 O3VALM01 334.00000000
-487553.59734951 -1166543.06746352 581 O3VASE01 615.00000000
-474815.17746195 -1154346.60400702 582 O3VEKA01 518.00000000
-496012.34728528 -1154190.4171992 583 O3VSET01 387.00000000
-491458.1434911 -1165480.03435887 584 O3ZDECTT 730.00000000
-490930.03010962 -1163608.24388232 585 O3ZDEC01 491.00000000
-769944.55551264 -1052290.62905368 586 P1BERO01 265.00000000
-762981.71334582 -1050436.04981093 587 P1CHRU01 255.00000000
-755489.15478999 -1058551.95172895 588 P1DOBE01 205.00000000
-777161.49637178 -1052368.90242532 589 P1HUDL01 449.00000000
-786346.086548 -1069361.54737056 590 P1HVOZ01 425.00000000
-751631.22048537 -1060272.70381312 591 P1JILS01 354.00000000
-762227.40655486 -1091429.29594611 592 P1KAMY01 280.00000000
-754103.69210094 -1028918.24196609 593 P1KOLE01 238.00000000
-749763.47056369 -1024715.43702492 594 P1KRAL01 220.00000000
-781897.56341124 -1043044.87256297 595 P1KRIV01 323.00000000
-775462.08100271 -1034304.89820954 596 P1LANY01 415.00000000
-764863.05384056 -1060627.48514228 597 P1LITE01 320.00000000
-757424.91118002 -1065479.80996618 598 P1MNIS01 367.00000000
-764271.79425831 -1082791.77179136 599 P1NBEL01 465.00000000
-773674.06064674 -1064883.49512209 600 P1NEUM01 322.00000000
-779234.64586824 -1031349.6151303 601 P1NSTR01 482.00000000
-747777.27647884 -1043079.18861779 602 P1PBRE01 355.00000000
-738106.47013117 -1050184.30218525 603 P1PCHO01 297.00000000
-742630.55480996 -1045100.33346102 604 P1PKAR01 260.50000000
-743306.72185493 -1045194.47829249 605 P1PKAR02 232.00000000
-733997.16925319 -1040200.35191216 606 P1PKBE01 284.50000000
-733706.75497581 -1040423.13089663 607 P1PKBE02 282.00000000
-743135.49511619 -1043069.88982506 608 P1PKLE01 190.70000000
-743174.46303443 -1043097.42135514 609 P1PKLM01 190.70000000
-745372.49143117 -1053768.04660248 610 P1PKOM01 213.00000000
-742199.51906223 -1052051.31207692 611 P1PLIB01 302.04000000
-742109.53699438 -1052005.05884102 612 P1PLIB02 303.00000000
-780328.8166735 -1082420.23058911 613 P1PODL01 510.00000000
-777263.88131863 -1082308.65840345 614 P1PRIB01 555.00000000
-734089.95428865 -1053152.12795312 615 P1PRUH01 312.00000000
-754363.28404897 -1039980.21505742 616 P1PRUZ01 364.00000000
-754196.25645301 -1039944.94600713 617 P1PRUZ02 364.00000000
-744135.46593987 -1036536.35774419 618 P1PSUC01 268.00000000
-740112.65514671 -1044696.79063178 619 P1PVIN01 280.00000000
-751378.06565581 -1050848.6102547 620 P1PZKO01 330.00000000
-781267.52279191 -1066835.602695 621 P1RPET01 360.00000000
-763921.5279019 -1023300.90045323 622 P1SLAN01 307.00000000
-722413.99740374 -1046939.24598408 623 P1UVAL01 260.00000000
-761747.52774457 -1070515.34731034 624 P1VOZN01 385.00000000
-777685.1653914 -1041035.5195796 625 P1ZBEC01 262.00000000
-777488.15245152 -1057986.06251844 626 P1ZDIC01 305.00000000
-763443.78338333 -1018110.40331768 627 P1ZLON01 231.00000000
-700430.90128135 -1004606.1946158 628 P2BAKO01 220.00000000
-738138.48267333 -1030467.59997064 629 P2BAST01 230.00000000
-654842.98761456 -988961.87950904 630 P2BENE01 780.00000000
-680305.84222373 -969733.59925575 631 P2BNLO01 780.00000000
-692705.2548318 -1000920.4395371 632 P2BOSE01 382.00000000
-724333.86483952 -1034058.70539791 633 P2BRAN01 179.00000000
-707681.41311513 -1020001.34872068 634 P2BROD01 220.00000000
-694523.77412095 -982571.97686491 635 P2CDUB01 355.00000000
-711594.18450671 -1019180.22405196 636 P2CHOT01 260.00000000
-686765.87971817 -1011137.96152121 637 P2DBOU01 244.00000000
-669389.90493317 -973927.65464935 638 P2DESN01 772.00000000
-656283.93594939 -980169.47426444 639 P2DVOR01 1115.00000000
-662443.59247517 -975646.37300206 640 P2HARR01 675.00000000
-674180.99166677 -1002375.81407354 641 P2HOLE01 423.00000000
-675891.68832443 -974361.26146187 642 P2JDUL01 623.00000000
-658414.66850313 -996358.73845351 643 P2JILE01 462.00000000
-698663.1043348 -996591.60585634 644 P2JIVI01 308.00000000
-712192.11606136 -1007069.02691721 645 P2KATU01 312.00000000
-667220.3825647 -970776.75781469 646 P2KORE01 858.00000000
-719214.87357609 -1019504.14709357 647 P2KOSA01 210.00000000
-703159.67790084 -1037762.62824469 648 P2KOST01 185.00000000
-668633.5418796 -1002146.82821828 649 P2LOMN01 485.00000000
-703027.06354853 -1010743.07427726 650 P2MLBO01 221.00000000
-716062.65143164 -1051434.94529638 651 P2MRZK01 260.00000000
-722489.28334136 -1006146.30008435 652 P2MSEN01 340.00000000
-659846.86375476 -1008668.39154282 653 P2NPAK01 450.00000000
-719520.28332573 -1036247.01330122 654 P2NVES01 170.00000000
-662925.09520781 -981174.60935759 655 P2ROKY01 525.00000000
-664644.26031327 -990008.10208298 656 P2ROPR01 550.00000000
-697511.39635001 -1017694.88519576 657 P2SEMC01 234.00000000
-672130.11676918 -993356.13946776 658 P2SEMI01 370.00000000
-674996.22756403 -979944.97464366 659 P2SMRZ01 550.00000000
-656416.22861021 -1002059.34501734 660 P2STUD01 532.00000000
-732657.58422754 -1021021.05533434 661 P2TUHA01 160.00000000
-683734.96321148 -994509.27850084 662 P2TURN01 253.00000000
-697197.43313593 -986119.34470715 663 P2VSEL01 392.00000000
-664602.83549781 -986450.45186993 664 P2VYSK01 695.00000000
-676188.75343739 -989729.14484406 665 P2ZBRO01 290.00000000
-727694.39166065 -1078614.02368628 666 P3BENS01 343.00000000
-690205.69731663 -1084616.3823189 667 P3BOHD01 460.00000000
-701156.27033049 -1130077.20907876 668 P3BOZE01 611.00000000
-707916.41875681 -1070602.76741182 669 P3CEKA01 413.00000000
-698561.58341288 -1060569.54609094 670 P3DCHV01 290.00000000
-696403.10060746 -1096824.36630001 671 P3DKRA01 420.00000000
-671769.04493422 -1089906.66130687 672 P3HABR01 470.00000000
-667006.45084641 -1106188.57006941 673 P3HAVL01 452.00000000
-700810.02308725 -1089713.19562168 674 P3HULI01 375.00000000
-684180.08555586 -1111337.9646564 675 P3HUMP01 515.00000000
-684303.8540082 -1112644.30904722 676 P3HUMP02 540.00000000
-745270.29455973 -1077111.81221103 677 P3JABL01 327.00000000
-740714.59622848 -1063473.62792023 678 P3JILO01 448.00000000
-703348.22540735 -1105937.64041428 679 P3KOSE01 532.29000000
-703405.63512797 -1105953.12938964 680 P3KOSE02 534.00000000
-714639.60789602 -1056139.50811495 681 P3KOST01 360.00000000
-687004.76268301 -1093993.43115148 682 P3LEDS01 408.00000000
-723394.57841042 -1107364.70399124 683 P3MLVO01 435.00000000
-715227.84947069 -1100930.94436711 684 P3NACE01 502.00000000
-739770.2277037 -1073640.22433008 685 P3NETV01 365.00000000
-651761.34565525 -1116915.06826498 686 P3NIZK01 531.00000000
-748376.06179567 -1093418.80720949 687 P3NRUD01 348.00000000
-685509.37678611 -1129225.49677797 688 P3NRYC01 619.00000000
-719665.78858597 -1066428.44848165 689 P3ONDR01 491.00000000
-709004.44969298 -1117537.22835399 690 P3PACO01 494.00000000
-694296.48678884 -1122828.61350094 691 P3PELH01 524.00000000
-659603.27376114 -1121141.1126429 692 P3POLN01 490.00000000
-722360.69392357 -1085834.3829415 693 P3POST01 421.00000000
-654235.16512535 -1110988.62556887 694 P3PRIB01 532.50000000
-654274.81489772 -1110982.21045659 695 P3PRIB02 530.00000000
-700029.56739844 -1084474.05131682 696 P3REND01 444.00000000
-726346.43207184 -1055041.84871261 697 P3RICA01 385.00000000
-678463.18734112 -1121642.49529 698 P3SIMA01 630.00000000
-699580.89096403 -1069488.29122169 699 P3STAN01 415.00000000
-667693.94521852 -1118475.2017609 700 P3STOK01 530.00000000
-737026.62935564 -1105471.48554245 701 P3STRE01 588.00000000
-678521.84656828 -1097945.47518025 702 P3SVET01 410.00000000
-719784.98843645 -1077638.31375746 703 P3TEPL01 463.00000000
-720437.23365365 -1093291.19259067 704 P3VELI01 451.00000000
-714971.88012271 -1091167.15736318 705 P3VLAS01 415.00000000
-734374.70557454 -1094023.66696571 706 P3VOTI01 450.00000000
-736243.78094225 -1083761.16190799 707 P3ZAHR01 358.00000000
-641589.15809037 -1110798.88332372 708 P3ZDAR01 605.00000000
-781272.82919281 -986776.26516398 709 U1BILI01 270.00000000
-806588.96942719 -983247.72003623 710 U1BOLR01 600.00000000
-783778.90588503 -970059.92058625 711 U1BOURTT 860.00000000
-792183.74409053 -968576.41640194 712 U1CEJI01 740.00000000
-809101.14972237 -991320.8769916 713 U1CHOM01 362.00000000
-781679.99167731 -1009583.74690095 714 U1CITO01 235.00000000
-769988.87094326 -996228.77742667 715 U1DLAZ01 278.00000000
-754855.87769694 -999633.03169454 716 U1DOKS01 158.00000000
-754859.94349036 -999630.33543847 717 U1DOKS02 158.00000000
-777148.86425634 -971524.68746986 718 U1DUBI01 402.00000000
-735869.58216437 -1015375.69542104 719 U1HORB01 158.00000000
-788335.72312707 -1013549.45618979 720 U1HRIV01 270.00000000
-783355.62531678 -973600.94799022 721 U1HROB01 360.00000000
-754842.55352308 -965086.21506381 722 U1JILO01 310.00000000
-815383.18402316 -999993.93119572 723 U1KATU01 321.71000000
-815383.51559157 -999994.21816168 724 U1KATU02 322.40000000
-795357.74302813 -973536.04424238 725 U1KLIN01 807.00000000
-791917.75363345 -984684.84639629 726 U1KOPI01 240.00000000
-814280.55127934 -986398.21649132 727 U1KRIM01 570.00000000
-764518.86925484 -1004897.43827932 728 U1LIBO01 165.00000000
-773876.21835699 -989167.80047209 729 U1LUKO01 502.00000000
-820516.36980859 -1012246.68822515 730 U1MAST01 373.00000000
-828228.01336734 -992088.07674556 731 U1MEDE01 828.00000000
-781217.54210702 -993579.33189247 732 U1MERU01 367.00000000
-770141.94684164 -986654.41230102 733 U1MILE01 830.50000000
-769631.51829207 -988816.06029468 734 U1MILS01 348.00000000
-800735.01654041 -977938.74158229 735 U1NOVE01 725.00000000
-816710.39243463 -1034252.85408383 736 U1PAST01 470.00000000
-766292.22766004 -963343.02637584 737 U1PEKL01 631.00000000
-771931.95515152 -1010715.07969971 738 U1PERU01 350.00000000
-749775.63268733 -1003893.64085791 739 U1ROUL01 175.00000000
-779316.1778082 -1013005.2479804 740 U1SMOL01 345.00000000
-754043.93360162 -962137.82647931 741 U1SNEZTT 716.00000000
-755516.96730726 -961573.6617692 742 U1SNEZ01 569.00000000
-808271.07968697 -1023895.14416471 743 U1STRJ01 372.00000000
-750342.23911881 -1010937.18627037 744 U1STRV01 214.00000000
-765080.10080359 -968268.95973138 745 U1TELN01 340.00000000
-775323.99713261 -975770.82644319 746 U1TEPL01 227.00000000
-760118.03149019 -962029.08989793 747 U1TISA01 556.00000000
-760389.41639305 -973632.82271635 748 U1ULKO01 375.39000000
-760389.29927854 -973632.50233799 749 U1ULKO02 375.39000000
-760092.58002458 -980166.29860898 750 U1ULMA01 150.00000000
-800227.63860807 -1021832.55360022 751 U1VECE01 329.00000000
-820197.00400403 -989398.57394813 752 U1VYSL01 738.00000000
-800832.26864037 -1006151.30246472 753 U1ZATE01 210.00000000
-681774.18724054 -969472.15836144 754 U2BEDR01 777.00000000
-730403.7373624 -964350.95098583 755 U2CEKA01 328.00000000
-725508.30402248 -979385.86777499 756 U2CELI01 246.00000000
-699973.85883628 -964437.1647871 757 U2CHOT01 260.00000000
-724006.18325664 -959660.62994579 758 U2CHRI01 440.00000000
-694197.62298263 -967464.67235522 759 U2CHRV01 314.00000000
-748043.81343247 -967781.92823163 760 U2DECI01 162.00000000
-748743.93149828 -973652.91253291 761 U2DECT01 150.00000000
-718257.10515352 -992405.2509526 762 U2DOKY01 284.00000000
-726574.93040844 -994842.08128318 763 U2DUBA01 258.00000000
-683599.22389678 -957714.6840831 764 U2FRYD01 337.00000000
-677577.17071948 -962217.99941253 765 U2HEJN01 396.00000000
-680007.92552286 -979330.00662194 766 U2JANI01 495.00000000
-707797.24494137 -970912.32791007 767 U2JAPO01 320.00000000
-698955.48912041 -975818.6664715 768 U2KRIN01 395.00000000
-690334.42471968 -973462.92349432 769 U2LIBC01 397.72000000
-690334.46614783 -973462.69378589 770 U2LIBC02 397.70000000
-755603.58433686 -990053.2681212 771 U2LITM01 206.00000000
-736178.83282596 -939259.6508037 772 U2LOBE01 350.00000000
-714076.33626762 -965853.72336523 773 U2MARE01 395.00000000
-687090.74370596 -967428.29293557 774 U2MFOJ01 395.00000000
-712862.33048498 -982842.272366 775 U2MIMO01 278.00000000
-723268.04935732 -971312.22115708 776 U2NBOR01 358.00000000
-673496.86997259 -958359.34116304 777 U2NMES01 473.00000000
-687935.49308969 -951761.1372826 778 U2PRED01 248.00000000
-719301.73882052 -949221.59865852 779 U2RUMB01 390.00000000
-726578.97074578 -942485.55708941 780 U2SLUK01 352.00000000
-671849.08773652 -967433.03586054 781 U2SMED01 834.00000000
-706443.2566637 -978773.01827423 782 U2STRR01 310.00000000
-717802.66733 -954588.54497576 783 U2VARN01 367.00000000
-742317.85511814 -979037.42167214 784 U2VERN01 507.00000000
-729725.91001086 -1008422.04060773 785 U2VYSO01 300.00000000
-728279.90396316 -985867.26320471 786 U2ZAHR01 270.00000000
-734656.80584884 -974461.4047802 787 U2ZAND01 275.00000000
-505477.84491247 -1207958.36098753 788 B6ADKO01 290.00000000
-695010.70287696 -1205918.21909632 789 B6ALLE01 599.00000000
-590802.94929924 -1222950.10106484 790 B6ALTL01 217.00000000
-711528.51018873 -1183652.34535828 791 B6ALTM01 589.00000000
-482379.42874369 -1225400.37810741 792 B6BABE01 209.00000000
-775677.87575221 -1214569.47361697 793 B6BALE01 740.00000000
-585202.77728965 -1218283.43893188 794 B6BERN01 169.00000000
-454614.7570867 -1210761.20676294 795 B6BIPR01 354.00000000
-574045.95626514 -1278232.09344077 796 B6BKOL01 304.00000000
-566279.19283422 -1275326.88562265 797 B6BLET01 132.00000000
-538847.74342852 -1251645.06434387 798 B6BOHD01 169.00000000
-541664.24751808 -1248470.49512347 799 B6BOLE01 172.00000000
-574559.60354594 -1267114.70160088 800 B6BORI01 216.71000000
-572841.98713025 -1228392.86880139 801 B6BORS01 172.00000000
-512391.49568969 -1206212.22261629 802 B6BOSA01 438.00000000
-536370.43810614 -1226525.67758026 803 B6BREB01 290.00000000
-536317.49135223 -1225972.22891133 804 B6BREB02 259.30000000
-692766.64949341 -1199810.12109246 805 B6BREI01 568.00000000
-533271.64506836 -1214199.33732157 806 B6BRES01 342.69000000
-536024.9809317 -1226782.11969156 807 B6BREZ01 290.00000000
-574681.27580869 -1219597.52046928 808 B6BROD01 155.00000000
-533282.19695379 -1214310.03163995 809 B6BRST01 342.69000000
-550202.01486488 -1240044.97403451 810 B6BUKV01 336.00000000
-547541.79279308 -1214384.72462403 811 B6CAST01 475.00000000
-484539.69602823 -1184028.30832673 812 B6CEKA01 358.00000000
-552726.75954649 -1254433.8469487 813 B6CSTA01 271.00000000
-534092.02976342 -1239923.38352444 814 B6DECH01 186.00000000
-584338.59639086 -1268570.33826839 815 B6DNVE01 134.65000000
-694043.91617904 -1179814.75526783 816 B6DOBE01 455.00000000
-528822.88126934 -1237517.75490752 817 B6DOLO01 200.00000000
-546949.23875254 -1250864.07096056 818 B6DOOR01 200.00000000
-478568.91271229 -1204187.69737666 819 B6DOPO01 429.00000000
-537247.94046469 -1234149.20172337 820 B6DOVO01 242.00000000
-599837.93673816 -1210470.13053593 821 B6DRAS01 216.00000000
-674001.02861346 -1189231.38555393 822 B6DROS01 421.00000000
-684149.7279932 -1196618.19233744 823 B6DRSE01 522.00000000
-487840.88984952 -1197469.9081282 824 B6DUBN01 227.00000000
-589365.54553974 -1242444.60577471 825 B6DÜRN01 166.00000000
-723948.08336048 -1194942.23051112 826 B6EHRE01 482.00000000
-677202.40436058 -1190634.54694723 827 B6EIBE01 388.00000000
-623490.01865109 -1222200.62436234 828 B6EICH01 260.00000000
-631924.87349 -1225282.8797973 829 B6ENTH01 260.00000000
-676921.98064071 -1202319.12950275 830 B6ETZE01 528.00000000
-600589.53298117 -1256353.02075362 831 B6GAEN01 163.00000000
-674367.1464692 -1219206.89402532 832 B6GARS01 273.00000000
-565843.76822696 -1217815.56521001 833 B6GBEL01 204.00000000
-671529.75060093 -1196923.28381148 834 B6GERS01 484.00000000
-596668.94486632 -1224452.68573457 835 B6GINZ01 179.00000000
-726196.11585526 -1215060.3319594 836 B6GRGE01 676.00000000
-634435.50732994 -1210785.79880096 837 B6GROS01 188.00000000
-783446.27679836 -1205620.99925197 838 B6GUGL01 750.00000000
-645841.10650466 -1216530.04938851 839 B6GUNT01 250.00000000
-717303.32064261 -1239755.77167412 840 B6GUTE01 828.00000000
-792902.06472311 -1206078.79861682 841 B6HASL01 510.00000000
-713141.21992102 -1169766.14859256 842 B6HAUG01 568.00000000
-521387.03819784 -1254069.71989953 843 B6HLOH01 156.00000000
-581194.15109467 -1228874.5596973 844 B6HOHE01 154.00000000
-720014.95641279 -1193771.03369651 845 B6HOHN01 479.00000000
-562128.00863485 -1207349.58641963 846 B6HOLI01 180.00000000
-645243.45875213 -1221636.36278104 847 B6HOLL01 237.00000000
-500229.95455975 -1248395.84273434 848 B6HOOD01 181.00000000
-477398.96512184 -1200828.06652353 849 B6HOPO01 425.00000000
-674909.76621873 -1210180.33795139 850 B6HORN01 320.00000000
-492434.31665048 -1193717.51804871 851 B6HOSR01 244.00000000
-500962.24794643 -1195414.09459796 852 B6HOSU01 309.00000000
-508690.25267399 -1201972.42546515 853 B6CHOC01 488.00000000
-459267.04677805 -1209154.05827963 854 B6CHVO01 507.00000000
-639535.85050743 -1217814.82732809 855 B6IMME01 237.00000000
-545792.98942141 -1232095.99196698 856 B6JABL01 204.00000000
