EG_GH_ID YEAR MONTH DAY TIME  D   F
O1FREN01 2024 12    31  13:00 221 3,6
O1FREN01 2024 12    31  13:10 219 3,1
O1FREN01 2024 12    31  13:20 218 2,2
O1FREN01 2024 12    31  13:30 215 1,8
O1FREN01 2024 12    31  13:40 217 1,9
O1JABL01 2024 12    31  13:00 139 4,6
O1JABL01 2024 12    31  13:10 137   4
O1JABL01 2024 12    31  13:20 137 4,2
O1JABL01 2024 12    31  13:30 136 4,1
O1JABL01 2024 12    31  13:40 140 4,4
O1JAVO01 2024 12    31  13:00 267 1,3
O1JAVO01 2024 12    31  13:10 326  ,5
O1JAVO01 2024 12    31  13:20 307  ,8
O1JAVO01 2024 12    31  13:30  26 1,1
O1JAVO01 2024 12    31  13:40  23  ,9
O1JAVR01 2024 12    31  13:00 258 3,1
O1JAVR01 2024 12    31  13:10 254 3,7
O1JAVR01 2024 12    31  13:20 236 3,5
O1JAVR01 2024 12    31  13:30 241   3
O1JAVR01 2024 12    31  13:40 237 2,6
O1JESE01 2024 12    31  13:00 282 3,7
O1JESE01 2024 12    31  13:10 276 3,1
O1JESE01 2024 12    31  13:20 285 2,8
O1JESE01 2024 12    31  13:30 282 2,5
O1JESE01 2024 12    31  13:40 296 1,8
O1KARV01 2024 12    31  13:00 261   3
O1KARV01 2024 12    31  13:10 266 3,2
O1KARV01 2024 12    31  13:20 284 3,4
O1KARV01 2024 12    31  13:30 283 3,5
O1KARV01 2024 12    31  13:40 284 3,7
O1KRNO01 2024 12    31  13:00 239 8,2
O1KRNO01 2024 12    31  13:10 238 7,4
O1KRNO01 2024 12    31  13:20 239   7
O1KRNO01 2024 12    31  13:30 240 7,7
O1KRNO01 2024 12    31  13:40 238   9
O1LUCI01 2024 12    31  13:00 242 2,3
O1LUCI01 2024 12    31  13:10 235 2,8
O1LUCI01 2024 12    31  13:20 229 2,3
O1LUCI01 2024 12    31  13:30 243 2,2
O1LUCI01 2024 12    31  13:40 246 1,9
O1LYSA01 2024 12    31  13:00 240 4,6
O1LYSA01 2024 12    31  13:10 233 5,1
O1LYSA01 2024 12    31  13:20 232 4,8
O1LYSA01 2024 12    31  13:30 232 4,7
O1LYSA01 2024 12    31  13:40 232 5,2
O1MOSN01 2024 12    31  13:00 241 6,4
O1MOSN01 2024 12    31  13:10 236 7,2
O1MOSN01 2024 12    31  13:20 237   9
O1MOSN01 2024 12    31  13:30 237 8,3
O1MOSN01 2024 12    31  13:40 233 8,3
O1NHER01 2024 12    31  13:00 258 3,2
O1NHER01 2024 12    31  13:10 251 2,3
O1NHER01 2024 12    31  13:20 249 2,4
O1NHER01 2024 12    31  13:30 243 2,1
O1NHER01 2024 12    31  13:40 246 2,4
O1OPAV01 2024 12    31  13:00 207 8,3
O1OPAV01 2024 12    31  13:10 207 8,5
O1OPAV01 2024 12    31  13:20 212 7,6
O1OPAV01 2024 12    31  13:30 214 7,7
O1OPAV01 2024 12    31  13:40 219 7,9
O1OSOB01 2024 12    31  13:00  96  ,4
O1OSOB01 2024 12    31  13:10  55  ,5
O1OSOB01 2024 12    31  13:20  46  ,7
O1OSOB01 2024 12    31  13:30  54  ,9
O1OSOB01 2024 12    31  13:40  40 1,1
O1PORU01 2024 12    31  13:00 215 3,5
O1PORU01 2024 12    31  13:10 212 3,9
O1PORU01 2024 12    31  13:20 218 4,4
O1PORU01 2024 12    31  13:30 222 5,2
O1PORU01 2024 12    31  13:40 221 5,3
O1RYMA01 2024 12    31  13:00 295 4,3
O1RYMA01 2024 12    31  13:10 298 3,9
O1RYMA01 2024 12    31  13:20 292 4,3
O1RYMA01 2024 12    31  13:30 300 3,7
O1RYMA01 2024 12    31  13:40 295 4,1
O1SERA01 2024 12    31  13:00 240 9,3
O1SERA01 2024 12    31  13:10 242 8,8
O1SERA01 2024 12    31  13:20 242 8,7
O1SERA01 2024 12    31  13:30 243 9,3
O1SERA01 2024 12    31  13:40 241 8,8
O1SVET01 2024 12    31  13:00 187 1,7
O1SVET01 2024 12    31  13:10 182 1,4
O1SVET01 2024 12    31  13:20 181 2,2
O1SVET01 2024 12    31  13:30 173 2,2
O1SVET01 2024 12    31  13:40 164 2,2
O1VITK01 2024 12    31  13:00 226 1,3
O1VITK01 2024 12    31  13:10 253 2,1
O1VITK01 2024 12    31  13:20 247 1,4
O1VITK01 2024 12    31  13:30 260   2
O1VITK01 2024 12    31  13:40 248 1,8
O2JEVI01 2024 12    31  13:00  94  ,4
O2JEVI01 2024 12    31  13:10  26  ,1
O2JEVI01 2024 12    31  13:20   2  ,1
O2JEVI01 2024 12    31  13:30  47  ,4
O2JEVI01 2024 12    31  13:40   0   0
O2LUKA01 2024 12    31  13:00  71  ,8
O2LUKA01 2024 12    31  13:10  72  ,9
O2LUKA01 2024 12    31  13:20  29  ,8
O2LUKA01 2024 12    31  13:30 349  ,6
O2LUKA01 2024 12    31  13:40 293  ,5
O2OLOM01 2024 12    31  13:00 149 1,8
O2OLOM01 2024 12    31  13:10 143 1,8
O2OLOM01 2024 12    31  13:20 144   2
O2OLOM01 2024 12    31  13:30 145 1,9
O2OLOM01 2024 12    31  13:40 158   2
O2SLAM01 2024 12    31  13:00 262 2,4
O2SLAM01 2024 12    31  13:10 285 2,1
O2SLAM01 2024 12    31  13:20 267 2,7
O2SLAM01 2024 12    31  13:30 272 2,1
O2SLAM01 2024 12    31  13:40 273 2,3
O2STEK01 2024 12    31  13:00 218 1,9
O2STEK01 2024 12    31  13:10 199 2,3
O2STEK01 2024 12    31  13:20 170   2
O2STEK01 2024 12    31  13:30 174 2,4
O2STEK01 2024 12    31  13:40 206 2,5
O2SUMP01 2024 12    31  13:00 355  ,1
O2SUMP01 2024 12    31  13:10   0   0
O2SUMP01 2024 12    31  13:20   0   0
O2SUMP01 2024 12    31  13:30 293  ,5
O2SUMP01 2024 12    31  13:40 231   1
O2TREB01 2024 12    31  13:00   0   0
O2TREB01 2024 12    31  13:10   0   0
O2TREB01 2024 12    31  13:20   0   0
O2TREB01 2024 12    31  13:30   0   0
O2TREB01 2024 12    31  13:40   0   0
O3BECV01 2024 12    31  13:00 246 2,5
O3BECV01 2024 12    31  13:10 236 2,1
O3BECV01 2024 12    31  13:20 243 1,6
O3BECV01 2024 12    31  13:30 219 1,2
O3BECV01 2024 12    31  13:40  63  ,9
O3KATE01 2024 12    31  13:00 201   5
O3KATE01 2024 12    31  13:10 201 4,2
O3KATE01 2024 12    31  13:20 200 4,3
O3KATE01 2024 12    31  13:30 202 3,9
O3KATE01 2024 12    31  13:40 195 3,6
O3MARU01 2024 12    31  13:00 193 4,5
O3MARU01 2024 12    31  13:10 197 3,9
O3MARU01 2024 12    31  13:20 195 4,1
O3MARU01 2024 12    31  13:30 186 4,8
O3MARU01 2024 12    31  13:40 186 5,2
O3PRER01 2024 12    31  13:00 184 1,5
O3PRER01 2024 12    31  13:10 233  ,8
O3PRER01 2024 12    31  13:20 300  ,5
O3PRER01 2024 12    31  13:30 240  ,8
O3PRER01 2024 12    31  13:40 228 1,2
O3VALM01 2024 12    31  13:00 262  ,9
O3VALM01 2024 12    31  13:10 309  ,7
O3VALM01 2024 12    31  13:20  17  ,8
O3VALM01 2024 12    31  13:30  19  ,9
O3VALM01 2024 12    31  13:40   8  ,9
O3VASE01 2024 12    31  13:00 182 1,4
O3VASE01 2024 12    31  13:10 186 1,2
O3VASE01 2024 12    31  13:20 215  ,8
O3VASE01 2024 12    31  13:30 244  ,6
O3VASE01 2024 12    31  13:40 207  ,8
O3VSET01 2024 12    31  13:00 175 1,4
O3VSET01 2024 12    31  13:10 165 1,7
O3VSET01 2024 12    31  13:20 168 1,6
O3VSET01 2024 12    31  13:30 177 1,4
O3VSET01 2024 12    31  13:40 185 1,5
O6CADC01 2024 12    31  13:00 150   2
O6DOHR01 2024 12    31  13:00 290 1,3
O6ORLE01 2024 12    31  13:00 260 3,5
O6ORPO01 2024 12    31  13:00 230  ,9
O6ORVE01 2024 12    31  13:00 240 2,2
O6RABA01 2024 12    31  13:00 220 2,3
O6TURZ02 2024 12    31  13:00 220   1
O6ZILI01 2024 12    31  13:00 220  ,3
P1DOBE01 2024 12    31  13:00  96  ,9
P1DOBE01 2024 12    31  13:10 113 1,3
P1DOBE01 2024 12    31  13:20 109 1,1
P1DOBE01 2024 12    31  13:30  80   1
P1DOBE01 2024 12    31  13:40  97  ,6
P1KRAL01 2024 12    31  13:00  67  ,4
P1KRAL01 2024 12    31  13:10  30  ,3
P1KRAL01 2024 12    31  13:20  44  ,7
P1KRAL01 2024 12    31  13:30  52  ,7
P1KRAL01 2024 12    31  13:40  35  ,5
P1LANY01 2024 12    31  13:00 245 1,9
P1LANY01 2024 12    31  13:10 240 1,8
P1LANY01 2024 12    31  13:20 244 1,5
P1LANY01 2024 12    31  13:30 247 1,3
P1LANY01 2024 12    31  13:40 251 1,9
P1NEUM01 2024 12    31  13:00 185   1
P1NEUM01 2024 12    31  13:10 240  ,3
P1NEUM01 2024 12    31  13:20 263 1,6
P1NEUM01 2024 12    31  13:30 238 1,4
P1NEUM01 2024 12    31  13:40 274 1,2
P1PKAR01 2024 12    31  13:00 223 1,2
P1PKAR01 2024 12    31  13:10 189  ,8
P1PKAR01 2024 12    31  13:20 213  ,7
P1PKAR01 2024 12    31  13:30 126  ,9
P1PKAR01 2024 12    31  13:40 171 1,2
P1PKBE01 2024 12    31  13:00 123  ,6
P1PKBE01 2024 12    31  13:10  72  ,3
P1PKBE01 2024 12    31  13:20  49 1,3
P1PKBE01 2024 12    31  13:30  81 1,1
P1PKBE01 2024 12    31  13:40  77 1,7
P1PKLE01 2024 12    31  13:00 241 1,1
P1PKLE01 2024 12    31  13:10 216 1,6
P1PKLE01 2024 12    31  13:20 211  ,8
P1PKLE01 2024 12    31  13:30 256  ,7
P1PKLE01 2024 12    31  13:40 317  ,4
P1PLIB01 2024 12    31  13:00 179  ,8
P1PLIB01 2024 12    31  13:10 151 1,2
P1PLIB01 2024 12    31  13:20 164 1,1
P1PLIB01 2024 12    31  13:30 158 1,1
P1PLIB01 2024 12    31  13:40 155   1
P1PRIB01 2024 12    31  13:00 103 1,2
P1PRIB01 2024 12    31  13:10 151  ,9
P1PRIB01 2024 12    31  13:20 140 1,2
P1PRIB01 2024 12    31  13:30 179 1,7
P1PRIB01 2024 12    31  13:40 191 2,1
P1PRUH01 2024 12    31  13:00  63 1,1
P1PRUH01 2024 12    31  13:10  20  ,4
P1PRUH01 2024 12    31  13:20  32  ,4
P1PRUH01 2024 12    31  13:30  68  ,6
P1PRUH01 2024 12    31  13:40  50  ,6
P1PRUZ01 2024 12    31  13:00 257  ,6
P1PRUZ01 2024 12    31  13:10 262  ,6
P1PRUZ01 2024 12    31  13:20 152  ,6
P1PRUZ01 2024 12    31  13:30 127  ,8
P1PRUZ01 2024 12    31  13:40 184  ,7
P1PVIN01 2024 12    31  13:00 150 1,2
P1PVIN01 2024 12    31  13:10 174 1,4
P1PVIN01 2024 12    31  13:20 165   1
P1PVIN01 2024 12    31  13:30 138 1,2
P1PVIN01 2024 12    31  13:40 156 1,3
P2BRAN01 2024 12    31  13:00 112 1,2
P2BRAN01 2024 12    31  13:10 139 1,5
P2BRAN01 2024 12    31  13:20 186 1,3
P2BRAN01 2024 12    31  13:30 156 1,3
P2BRAN01 2024 12    31  13:40 122 1,4
P2CDUB01 2024 12    31  13:00 152 1,8
P2CDUB01 2024 12    31  13:10 133   2
P2CDUB01 2024 12    31  13:20 131 1,7
P2CDUB01 2024 12    31  13:30 138 1,7
P2CDUB01 2024 12    31  13:40 137 1,7
P2DESN01 2024 12    31  13:00 180 1,7
P2DESN01 2024 12    31  13:10 173 1,4
P2DESN01 2024 12    31  13:20 175 1,9
P2DESN01 2024 12    31  13:30 183 1,4
P2HARR01 2024 12    31  13:00 231  ,9
P2HARR01 2024 12    31  13:10 228  ,5
P2HARR01 2024 12    31  13:20 233  ,7
P2HARR01 2024 12    31  13:30 195 1,2
P2HARR01 2024 12    31  13:40 222   1
P2HOLE01 2024 12    31  13:00 183 1,9
P2HOLE01 2024 12    31  13:10 162 1,9
P2HOLE01 2024 12    31  13:20 190 2,1
P2KATU01 2024 12    31  13:00 130   1
P2KATU01 2024 12    31  13:10 144   1
P2KATU01 2024 12    31  13:20 134  ,8
P2KATU01 2024 12    31  13:30 128  ,9
P2KATU01 2024 12    31  13:40 122 1,2
P2KORE01 2024 12    31  13:00 165 1,8
P2KORE01 2024 12    31  13:10 154  ,6
P2KORE01 2024 12    31  13:20 156 1,2
P2KORE01 2024 12    31  13:30 151 1,4
P2KORE01 2024 12    31  13:40 155  ,9
P2MRZK01 2024 12    31  13:00   9  ,6
P2MRZK01 2024 12    31  13:10  54  ,6
P2MRZK01 2024 12    31  13:20  43  ,9
P2MRZK01 2024 12    31  13:30  65  ,8
P2MRZK01 2024 12    31  13:40  58   1
P2SEMC01 2024 12    31  13:00 138  ,8
P2SEMC01 2024 12    31  13:10 147 1,1
P2SEMC01 2024 12    31  13:20 145  ,8
P2SEMC01 2024 12    31  13:30 173 1,2
P2SEMC01 2024 12    31  13:40 178  ,8
P2TUHA01 2024 12    31  13:00 133 2,2
P2TUHA01 2024 12    31  13:10 123 2,1
P2TUHA01 2024 12    31  13:20 113 1,8
P2TUHA01 2024 12    31  13:30 114 1,6
P2TUHA01 2024 12    31  13:40 112 1,9
P2TURN01 2024 12    31  13:00  34  ,4
P2TURN01 2024 12    31  13:10 103  ,5
P2TURN01 2024 12    31  13:20  55  ,3
P2TURN01 2024 12    31  13:30   0   0
P2TURN01 2024 12    31  13:40 156  ,5
P3HAVL01 2024 12    31  13:00 109 1,8
P3HULI01 2024 12    31  13:00   0   0
P3HULI01 2024 12    31  13:10 230  ,3
P3HULI01 2024 12    31  13:20 276  ,5
P3HULI01 2024 12    31  13:30 267   1
P3HULI01 2024 12    31  13:40 245  ,8
P3KOSE01 2024 12    31  13:00  30 1,2
P3KOSE01 2024 12    31  13:10  43 1,5
P3KOSE01 2024 12    31  13:20  53 1,7
P3KOSE01 2024 12    31  13:30  56 1,4
P3KOSE01 2024 12    31  13:40  76 1,1
P3NETV01 2024 12    31  13:00  81 1,1
P3NETV01 2024 12    31  13:10  85 1,3
P3NETV01 2024 12    31  13:20  82 1,5
P3NETV01 2024 12    31  13:30  85 1,3
P3NETV01 2024 12    31  13:40  76 1,3
P3NRUD01 2024 12    31  13:00   1  ,5
P3NRUD01 2024 12    31  13:10   1  ,7
P3NRUD01 2024 12    31  13:20 357 1,2
P3NRUD01 2024 12    31  13:30   1 1,2
P3NRUD01 2024 12    31  13:40 352  ,9
P3NRYC01 2024 12    31  13:00 178   2
P3NRYC01 2024 12    31  13:10 175 1,6
P3NRYC01 2024 12    31  13:20 202 1,6
P3NRYC01 2024 12    31  13:30 220 2,1
P3NRYC01 2024 12    31  13:40 213   2
P3ONDR01 2024 12    31  13:00 243 1,4
P3ONDR01 2024 12    31  13:10 240  ,6
P3ONDR01 2024 12    31  13:20 254  ,3
P3ONDR01 2024 12    31  13:30 228   1
P3ONDR01 2024 12    31  13:40   0   0
P3PRIB01 2024 12    31  13:00 119   4
P3PRIB01 2024 12    31  13:10 118 3,6
P3PRIB01 2024 12    31  13:20 117 3,6
P3PRIB01 2024 12    31  13:30 121 3,8
P3PRIB01 2024 12    31  13:40 127 3,6
P3STAN01 2024 12    31  13:00 340  ,7
P3STAN01 2024 12    31  13:10   0   0
P3STAN01 2024 12    31  13:20 321  ,1
P3STAN01 2024 12    31  13:30 340  ,2
P3STAN01 2024 12    31  13:40 337   1
U1KATU01 2024 12    31  13:00 159   2
U1KATU01 2024 12    31  13:10 158 2,1
U1KATU01 2024 12    31  13:20 158 1,9
U1KATU01 2024 12    31  13:30 155 1,9
U1KATU01 2024 12    31  13:40 152 1,9
U1KOPI01 2024 12    31  13:00   0   0
U1KOPI01 2024 12    31  13:10 277  ,7
U1KOPI01 2024 12    31  13:20   0   0
U1KOPI01 2024 12    31  13:30 272  ,6
U1KOPI01 2024 12    31  13:40 292  ,2
U1MEDE01 2024 12    31  13:00 137 1,5
U1MEDE01 2024 12    31  13:10 117  ,9
U1MEDE01 2024 12    31  13:20 110  ,8
U1MEDE01 2024 12    31  13:30 120   1
U1MEDE01 2024 12    31  13:40 289 1,4
U1MILE01 2024 12    31  13:00 247 7,9
U1MILE01 2024 12    31  13:10 249 8,3
U1MILE01 2024 12    31  13:20 248 8,3
U1MILE01 2024 12    31  13:30 248 8,8
U1MILE01 2024 12    31  13:40 243 8,8
U1NOVE01 2024 12    31  13:00  84 3,6
U1NOVE01 2024 12    31  13:10  82 3,5
U1NOVE01 2024 12    31  13:20  84 3,4
U1NOVE01 2024 12    31  13:30  84 3,3
U1NOVE01 2024 12    31  13:40  89 3,2
U1SMOL01 2024 12    31  13:00 360  ,5
U1SMOL01 2024 12    31  13:10  15  ,4
U1SMOL01 2024 12    31  13:20   4  ,5
U1SMOL01 2024 12    31  13:30 348  ,9
U1SMOL01 2024 12    31  13:40 354  ,8
U1SNEZ01 2024 12    31  13:00 137 1,9
U1SNEZ01 2024 12    31  13:10 137   2
U1SNEZ01 2024 12    31  13:20 138 1,8
U1SNEZ01 2024 12    31  13:30 136 1,7
U1SNEZ01 2024 12    31  13:40 136 1,9
U1STRJ01 2024 12    31  13:00   0   0
U1STRJ01 2024 12    31  13:10 344 1,1
U1STRJ01 2024 12    31  13:20 339  ,8
U1STRJ01 2024 12    31  13:30 328 1,1
U1STRJ01 2024 12    31  13:40 335 1,3
U1TEPL01 2024 12    31  13:00 285  ,6
U1TEPL01 2024 12    31  13:10 344  ,2
U1TEPL01 2024 12    31  13:20   1  ,4
U1TEPL01 2024 12    31  13:30   9  ,5
U1TEPL01 2024 12    31  13:40   0   0
U1ULKO01 2024 12    31  13:00 246 2,7
U1ULKO01 2024 12    31  13:10 250 2,4
U1ULKO01 2024 12    31  13:20 229   2
U1ULKO01 2024 12    31  13:30 232 2,6
U1ULKO01 2024 12    31  13:40 248 2,6
U1ULMA01 2024 12    31  13:00  67 1,2
U1ULMA01 2024 12    31  13:10  35  ,9
U1ULMA01 2024 12    31  13:20  58 1,2
U1ULMA01 2024 12    31  13:30  69   1
U1ULMA01 2024 12    31  13:40  19  ,8
U1ZATE01 2024 12    31  13:00 325  ,3
U1ZATE01 2024 12    31  13:10  23  ,3
U1ZATE01 2024 12    31  13:20  75  ,6
U1ZATE01 2024 12    31  13:30 314  ,1
U1ZATE01 2024 12    31  13:40 289  ,4
U2BEDR01 2024 12    31  13:00 171 1,3
U2BEDR01 2024 12    31  13:10 172   1
U2BEDR01 2024 12    31  13:20 159  ,9
U2BEDR01 2024 12    31  13:30 155  ,8
U2BEDR01 2024 12    31  13:40 125  ,9
U2CELI01 2024 12    31  13:00 165 1,7
U2CELI01 2024 12    31  13:10 174 1,2
U2CELI01 2024 12    31  13:20 170 1,7
U2CELI01 2024 12    31  13:30 176 1,6
U2CELI01 2024 12    31  13:40 176 1,5
U2DECI01 2024 12    31  13:00 199 2,6
U2DECI01 2024 12    31  13:10 196 2,9
U2DECI01 2024 12    31  13:20 185 2,7
U2DECI01 2024 12    31  13:30 205 2,2
U2DECI01 2024 12    31  13:40 213 2,3
U2FRYD01 2024 12    31  13:00 232 2,6
U2FRYD01 2024 12    31  13:10 210 2,1
U2FRYD01 2024 12    31  13:20 213 1,9
U2FRYD01 2024 12    31  13:30 196 2,1
U2FRYD01 2024 12    31  13:40 196 2,5
U2HEJN01 2024 12    31  13:00 275 1,1
U2HEJN01 2024 12    31  13:10 295 2,1
U2HEJN01 2024 12    31  13:20 259  ,8
U2HEJN01 2024 12    31  13:30 269  ,8
U2HEJN01 2024 12    31  13:40 325  ,3
U2JAPO01 2024 12    31  13:00 247 2,4
U2JAPO01 2024 12    31  13:10 253 2,7
U2JAPO01 2024 12    31  13:20 261   2
U2JAPO01 2024 12    31  13:30 266 2,3
U2JAPO01 2024 12    31  13:40 267 2,2
U2LIBC01 2024 12    31  13:00 127 4,7
U2LIBC01 2024 12    31  13:10 125 3,4
U2LIBC01 2024 12    31  13:20 120 3,6
U2LIBC01 2024 12    31  13:30 125 3,7
U2LIBC01 2024 12    31  13:40 134 3,9
U2SMED01 2024 12    31  13:00 146  ,7
U2SMED01 2024 12    31  13:10 138  ,5
U2SMED01 2024 12    31  13:20 137  ,6
U2SMED01 2024 12    31  13:30 150 1,1
U2SMED01 2024 12    31  13:40 159 1,1
U2STRR01 2024 12    31  13:00 145 3,3
U2STRR01 2024 12    31  13:10 154 2,5
U2STRR01 2024 12    31  13:20 148 2,8
U2STRR01 2024 12    31  13:30 152 2,8
U2STRR01 2024 12    31  13:40 146 2,5
U2VARN01 2024 12    31  13:00 138 1,9
U2VARN01 2024 12    31  13:10 124 1,4
U2VARN01 2024 12    31  13:20  94 1,6
U2VARN01 2024 12    31  13:30 122   2
U2VARN01 2024 12    31  13:40 137 1,4
